state/ut,PC,candidate_name,party,evm_votes,postal_votes,total_votes,Rank,Status
Uttar Pradesh,Kanpur,ANAND MEHROTRA,NEP,361,0,361,6,Lost
Uttar Pradesh,Kanpur,DEVENDRA KUMAR SHARMA,Akhil Bharatiya Ashok Sena,296,0,296,7,Lost
Uttar Pradesh,Kanpur,MOHD.NASIR KHAN,Peace Party,364,0,364,8,Lost
Uttar Pradesh,Kanpur,DR.NIKHIL GUPTA,NBDP,580,0,580,9,Lost
Uttar Pradesh,Kanpur,MAHMOOD HUSAIN RAHMANI,Aam Aadmi Party,11910,15,11925,10,Lost
Uttar Pradesh,Kanpur,MOHAMMAD.ATEEQ,Rashtrawadi Samaj Party,425,0,425,11,Lost
Uttar Pradesh,Kanpur,RAMESH KUMAR GUPTA,Parivartan Samaj Party,433,0,433,12,Lost
Uttar Pradesh,Kanpur,VINAYAK RAO TOPE,Swarajya Party Of India,723,0,723,13,Lost
Uttar Pradesh,Kanpur,HIMMAT LAL,Akhil Bharatiya Rajarya Sabha,683,0,683,14,Lost
Uttar Pradesh,Kanpur,ASHOK PASWAN ADVOCATE,Independent,1398,0,1398,15,Lost
Uttar Pradesh,Kanpur,KISHOR BAJPAI,Independent,3005,0,3005,16,Lost
Uttar Pradesh,Kanpur,PREM CHANDRA PANDEY,Independent,2350,0,2350,17,Lost
Uttar Pradesh,Kanpur,BETALAL DIWAKAR,Independent,665,0,665,18,Lost
Uttar Pradesh,Kanpur,MUZAFFAR HUSAIN KHAN,Independent,1069,0,1069,19,Lost
Uttar Pradesh,Kanpur,VISHWANATH KATARIA,Independent,929,0,929,20,Lost
Uttar Pradesh,Kanpur,KUMARI SARASWATI,Independent,475,0,475,21,Lost
Uttar Pradesh,Kanpur,None of the Above,NOTA,2276,2,2278,22,Lost
Uttar Pradesh,Akbarpur,ANIL SHUKLA WARSI,Bahujan Samaj Party,202500,87,202587,1,Won
Uttar Pradesh,Akbarpur,DEVENDRA SINGH @ BHOLE SINGH,Bharatiya Janata Party,481379,205,481584,2,Lost
Uttar Pradesh,Akbarpur,RAJARAM PAL,Indian National Congress,96800,27,96827,3,Lost
Uttar Pradesh,Akbarpur,LAL SINGH TOMAR,Samajwadi Party,146938,64,147002,4,Lost
Uttar Pradesh,Akbarpur,AMAR SINGH,Jan Parishad,1890,0,1890,5,Lost
Uttar Pradesh,Akbarpur,ARVIND KUMAR,Aam Aadmi Party,7909,5,7914,6,Lost
Uttar Pradesh,Akbarpur,DR. OMKAR NATH KATIYAR,ALHP,597,0,597,7,Lost
Uttar Pradesh,Akbarpur,GOPI RAMAN,Janata Dal (United),523,0,523,8,Lost
Uttar Pradesh,Akbarpur,JASWANT SINGH,Bahujan Mukti Party,1037,0,1037,9,Lost
Uttar Pradesh,Akbarpur,DR. BAJARANG PRATAP SONKAR,SARP,799,0,799,10,Lost
Uttar Pradesh,Akbarpur,RAMA KANT VERMA,Peace Party,1350,0,1350,11,Lost
Uttar Pradesh,Akbarpur,RAMENDRA SINGH TOMAR,Bhartiya Shakti Chetna Party,2754,0,2754,12,Lost
Uttar Pradesh,Akbarpur,ASHOK YADAV,Independent,1853,0,1853,13,Lost
Uttar Pradesh,Akbarpur,NEERAJ KUMAR ADVOCATE,Independent,2259,0,2259,14,Lost
Uttar Pradesh,Akbarpur,BHARTI DEVI PASI ADVOCATE,Independent,5432,0,5432,15,Lost
Uttar Pradesh,Akbarpur,MUNNI DEVI,Independent,5331,0,5331,16,Lost
Uttar Pradesh,Akbarpur,RAM SEVAK,Independent,3403,0,3403,17,Lost
Uttar Pradesh,Akbarpur,VIJAY KUMAR SHARMA,Independent,4285,0,4285,18,Lost
Uttar Pradesh,Akbarpur,None of the Above,NOTA,3941,7,3948,19,Lost
Uttar Pradesh,Jalaun,GHANSHAYAM ANURAGI,Samajwadi Party,180856,65,180921,1,Won
Uttar Pradesh,Jalaun,BRIJLAL KHABRI,Bahujan Samaj Party,261360,69,261429,2,Lost
Uttar Pradesh,Jalaun,BHANU PRATAP SINGH VERMA,Bharatiya Janata Party,548457,174,548631,3,Lost
Uttar Pradesh,Jalaun,VIJAY CHAUDHARI,Indian National Congress,82896,7,82903,4,Lost
Uttar Pradesh,Jalaun,GANGASINGH,ALHP,2525,0,2525,5,Lost
Uttar Pradesh,Jalaun,JAYRAM,Bhartiya Shakti Chetna Party,2047,0,2047,6,Lost
Uttar Pradesh,Jalaun,DALCHANDRA ANURAGI,Aam Aadmi Party,3335,2,3337,7,Lost
Uttar Pradesh,Jalaun,MANOJ KUMAR,Bharatiya Republican Paksha,4561,0,4561,8,Lost
Uttar Pradesh,Jalaun,RAJKUMAR,Peace Party,2816,0,2816,9,Lost
Uttar Pradesh,Jalaun,RAMNARAYAN,Bahujan Mukti Party,4942,2,4944,10,Lost
Uttar Pradesh,Jalaun,RAM SINGH,Communist Party of India (Marxist-Lenninist) (Liberation),4761,0,4761,11,Lost
Uttar Pradesh,Jalaun,None of the Above,NOTA,10290,1,10291,12,Lost
Uttar Pradesh,Jhansi,ANURADHA SHARMA,Bahujan Samaj Party,213728,64,213792,1,Won
Uttar Pradesh,Jhansi,UMA BHARATI,Bharatiya Janata Party,575683,206,575889,2,Lost
Uttar Pradesh,Jhansi,DR. CHANDRAPAL SINGH YADAV,Samajwadi Party,385360,62,385422,3,Lost
Uttar Pradesh,Jhansi,PRADEEP JAIN ''''''''ADITYA'''''''',Indian National Congress,84062,27,84089,4,Lost
Uttar Pradesh,Jhansi,ARCHANA,Aam Aadmi Party,5536,0,5536,5,Lost
Uttar Pradesh,Jhansi,CHINTAMANI,ARWP,2029,0,2029,6,Lost
Uttar Pradesh,Jhansi,NARESH KUMAR,RrSP,4215,0,4215,7,Lost
Uttar Pradesh,Jhansi,MAULANA MOHAMMAD,Peace Party,1818,1,1819,8,Lost
Uttar Pradesh,Jhansi,SUNIL MASSEY,Shivsena,2121,0,2121,9,Lost
Uttar Pradesh,Jhansi,KULDEEP KUMAR,Independent,2036,0,2036,10,Lost
Uttar Pradesh,Jhansi,TULA RAM,Independent,2604,1,2605,11,Lost
Uttar Pradesh,Jhansi,DILSHAD AHMAD,Independent,2727,0,2727,12,Lost
Uttar Pradesh,Jhansi,RACHNA SHARMA,Independent,4522,0,4522,13,Lost
Uttar Pradesh,Jhansi,RAJENDRA KUMAR,Independent,8600,0,8600,14,Lost
Uttar Pradesh,Jhansi,RAM KUMAR ''''''''ANK SHASTRI'''''''',Independent,11442,1,11443,15,Lost
Uttar Pradesh,Jhansi,None of the Above,NOTA,13958,1,13959,16,Lost
Uttar Pradesh,Hamirpur,KUNWAR PUSHPENDRA SINGH CHANDEL,Bharatiya Janata Party,453866,18,453884,1,Won
Uttar Pradesh,Hamirpur,"PRITAM SINGH LODHI ""KISAAN""",Indian National Congress,78229,0,78229,2,Lost
Uttar Pradesh,Hamirpur,BISHAMBHAR PRASAD NISHAD,Samajwadi Party,187095,1,187096,3,Lost
Uttar Pradesh,Hamirpur,RAKESH KUMAR GOSWAMI,Bahujan Samaj Party,176355,1,176356,4,Lost
Uttar Pradesh,Hamirpur,ATUL KUMAR PRAJAPATI,Aam Aadmi Party,9662,1,9663,5,Lost
Uttar Pradesh,Hamirpur,ANIL KUMAR,Ambedkar Samaj Party,4860,0,4860,6,Lost
Uttar Pradesh,Hamirpur,AVINASH KUMAR MISHRA,All India Trinamool Congress,6297,0,6297,7,Lost
Uttar Pradesh,Hamirpur,KAILASH PRASAD NISHAD,EKSP,1756,0,1756,8,Lost
Uttar Pradesh,Hamirpur,RAMESH PRAJAPATI,MBCOI,2981,0,2981,9,Lost
Uttar Pradesh,Hamirpur,RAMSAJIVAN,Bhartiya Shakti Chetna Party,2955,0,2955,10,Lost
Uttar Pradesh,Hamirpur,VIVEK KUMAR,Rashtriya Krantikari Samajwadi Party,5749,0,5749,11,Lost
Uttar Pradesh,Hamirpur,SHRIPAL,BC,3435,0,3435,12,Lost
Uttar Pradesh,Hamirpur,KIRAN,Independent,4079,0,4079,13,Lost
Uttar Pradesh,Hamirpur,PRAVESH KUMAR VYAS,Independent,4314,0,4314,14,Lost
Uttar Pradesh,Hamirpur,VIMLESH,Independent,23137,0,23137,15,Lost
Uttar Pradesh,Hamirpur,None of the Above,NOTA,10449,0,10449,16,Lost
Uttar Pradesh,Banda,BAL KUMAR PATEL ALIAS RAJKUMAR,Samajwadi Party,189714,16,189730,1,Won
Uttar Pradesh,Banda,BHAIRON PRASAD MISHRA,Bharatiya Janata Party,342008,58,342066,2,Lost
Uttar Pradesh,Banda,RAMCHANDRA SARAS,Communist Party of India,15156,0,15156,3,Lost
Uttar Pradesh,Banda,VIVEK KUMAR SINGH,Indian National Congress,36647,3,36650,4,Lost
Uttar Pradesh,Banda,R. K. SINGH PATEL,Bahujan Samaj Party,226264,14,226278,5,Lost
Uttar Pradesh,Banda,AMAR SINGH RATHAUR,Aam Aadmi Party,6438,1,6439,6,Lost
Uttar Pradesh,Banda,PAPPU YADAV,Janata Dal (United),2436,0,2436,7,Lost
Uttar Pradesh,Banda,PRABHAKAR PRASAD,BKSL,2605,0,2605,8,Lost
Uttar Pradesh,Banda,VISHVAMBHAR NATH,Bahujan Mukti Party,4755,0,4755,9,Lost
Uttar Pradesh,Banda,MO. SAGEER,Peace Party,3201,0,3201,10,Lost
Uttar Pradesh,Banda,SUSHEELA SINGH,Bhartiya Shakti Chetna Party,2931,0,2931,11,Lost
Uttar Pradesh,Banda,NARENDRA KUMAR SHRIVASTAVA,Independent,5115,0,5115,12,Lost
Uttar Pradesh,Banda,VIJAY PRAKASH,Independent,7140,0,7140,13,Lost
Uttar Pradesh,Banda,None of the Above,NOTA,13823,1,13824,14,Lost
Uttar Pradesh,Fatehpur,AFZAL SIDDIQUI,Bahujan Samaj Party,298524,264,298788,1,Won
Uttar Pradesh,Fatehpur,USHA MAURYA,Indian National Congress,46550,38,46588,2,Lost
Uttar Pradesh,Fatehpur,NIRANJAN JYOTI,Bharatiya Janata Party,485360,634,485994,3,Lost
Uttar Pradesh,Fatehpur,RAKESH SACHAN,Samajwadi Party,179590,134,179724,4,Lost
Uttar Pradesh,Fatehpur,ASHOK MISHRA,SARP,3027,2,3029,5,Lost
Uttar Pradesh,Fatehpur,ZAINUL ABDIN,Aam Aadmi Party,2443,11,2454,6,Lost
Uttar Pradesh,Fatehpur,MOHAMMAD JAVED,NBDP,1656,1,1657,7,Lost
Uttar Pradesh,Fatehpur,RAMKRISHNA TRIPATHI,All India Trinamool Congress,7576,2,7578,8,Lost
Uttar Pradesh,Fatehpur,RAMLOCHAN SEN,Bahujan Mukti Party,2171,2,2173,9,Lost
Uttar Pradesh,Fatehpur,RUKMINI DEVI NISHAD,Pragatisheel Manav Samaj Party,1345,0,1345,10,Lost
Uttar Pradesh,Fatehpur,ARVIND KUMAR,Independent,1966,1,1967,11,Lost
Uttar Pradesh,Fatehpur,CHANDRABHAN SINGH,Independent,2498,0,2498,12,Lost
Uttar Pradesh,Fatehpur,RANJANA KAKKAR,Independent,5448,0,5448,13,Lost
Uttar Pradesh,Fatehpur,SRIDEVI,Independent,5838,0,5838,14,Lost
Uttar Pradesh,Fatehpur,None of the Above,NOTA,11603,4,11607,15,Lost
Uttar Pradesh,Kaushambi,MAHENDRA KUMAR,Indian National Congress,31881,24,31905,1,Won
Uttar Pradesh,Kaushambi,VINOD KUMAR SONKAR,Bharatiya Janata Party,331480,244,331724,2,Lost
Uttar Pradesh,Kaushambi,SHAILENDRA KUMAR,Samajwadi Party,288643,181,288824,3,Lost
Uttar Pradesh,Kaushambi,SURESH PASI,Bahujan Samaj Party,201191,131,201322,4,Lost
Uttar Pradesh,Kaushambi,MALTI DEVI,Rashtriya Samanta Dal,6555,1,6556,5,Lost
Uttar Pradesh,Kaushambi,RAJENDRA SONKAR,Lok Dal,6389,0,6389,6,Lost
Uttar Pradesh,Kaushambi,SHRIPAL,Bahujan Mukti Party,7347,3,7350,7,Lost
Uttar Pradesh,Kaushambi,SWARNALATA SUMAN,Aam Aadmi Party,3691,2,3693,8,Lost
Uttar Pradesh,Kaushambi,CHHEDDOO,Independent,3342,0,3342,9,Lost
Uttar Pradesh,Kaushambi,BEENA RANI,Independent,4958,0,4958,10,Lost
Uttar Pradesh,Kaushambi,MOHAN LAL,Independent,9182,0,9182,11,Lost
Uttar Pradesh,Kaushambi,None of the Above,NOTA,15169,0,15169,12,Lost
Uttar Pradesh,Phulpur,KAPIL MUNI KARWARIYA,Bahujan Samaj Party,163578,132,163710,1,Won
Uttar Pradesh,Phulpur,KESHAV PRASAD MAURYA,Bharatiya Janata Party,503011,553,503564,2,Lost
Uttar Pradesh,Phulpur,MOHD. KAIF,Indian National Congress,58090,37,58127,3,Lost
Uttar Pradesh,Phulpur,DHARAM RAJ SINGH PATEL,Samajwadi Party,195082,174,195256,4,Lost
Uttar Pradesh,Phulpur,GYANENDRA KUMAR SRIVASTAVA (GYANI BHAI),Nationalist Congress Party,2704,2,2706,5,Lost
Uttar Pradesh,Phulpur,GANESHJI TRIPATHI,RaBaP,1521,0,1521,6,Lost
Uttar Pradesh,Phulpur,DAKKHINI PRASAD KUSHWAHA,RGD,1111,0,1111,7,Lost
Uttar Pradesh,Phulpur,NATHU RAM BOUDHA,Bahujan Mukti Party,1304,2,1306,8,Lost
Uttar Pradesh,Phulpur,PARVEZ ASHFAQUE SIDDIQUI,Quami Ekta Dal,1301,1,1302,9,Lost
Uttar Pradesh,Phulpur,SHIMALA SHRI,Aam Aadmi Party,7369,15,7384,10,Lost
Uttar Pradesh,Phulpur,SURENDRA KUMAR MISHRA,Lok Dal,1585,0,1585,11,Lost
Uttar Pradesh,Phulpur,ZIAOUL HAQUE,Independent,3392,0,3392,12,Lost
Uttar Pradesh,Phulpur,DR. NEERAJ,Independent,2185,2,2187,13,Lost
Uttar Pradesh,Phulpur,MITHILESH KUMAR,Independent,3114,0,3114,14,Lost
Uttar Pradesh,Phulpur,MILAN MUKERJEE,Independent,5651,1,5652,15,Lost
Uttar Pradesh,Phulpur,None of the Above,NOTA,8422,2,8424,16,Lost
Uttar Pradesh,Allahabad,KESHRI DEVI,Bahujan Samaj Party,161891,182,162073,1,Won
Uttar Pradesh,Allahabad,NAND GOPAL GUPTA NANDI,Indian National Congress,102414,39,102453,2,Lost
Uttar Pradesh,Allahabad,SHYAMA CHARAN GUPTA,Bharatiya Janata Party,313465,307,313772,3,Lost
Uttar Pradesh,Allahabad,KUNWAR REWATI RAMAN SINGH ALIAS MANI,Samajwadi Party,251569,194,251763,4,Lost
Uttar Pradesh,Allahabad,MOHD. AMEEN AZHAR ANSARI,Quami Ekta Dal,4424,2,4426,5,Lost
Uttar Pradesh,Allahabad,ADARSH SHASTRI,Aam Aadmi Party,6420,19,6439,6,Lost
Uttar Pradesh,Allahabad,GAYTRI PRASAD,Bhartiya Shakti Chetna Party,1292,1,1293,7,Lost
Uttar Pradesh,Allahabad,CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI (ADVOCATE),BKSL,1221,0,1221,8,Lost
Uttar Pradesh,Allahabad,NISTHA DEV MAURYA,PGSP,2181,0,2181,9,Lost
Uttar Pradesh,Allahabad,MAHENDRA KUMAR,Bahujan Mukti Party,4188,2,4190,10,Lost
Uttar Pradesh,Allahabad,SHYAM SUNDAR DAS,ssrd,2115,0,2115,11,Lost
Uttar Pradesh,Allahabad,RAJENDRA PRASAD,kajp,1730,0,1730,12,Lost
Uttar Pradesh,Allahabad,WAHID ALI ALIAS WAJID ALI,Rashtriya Ulama Council,2332,0,2332,13,Lost
Uttar Pradesh,Allahabad,SANJAY ROBINSON,NAP,3315,0,3315,14,Lost
Uttar Pradesh,Allahabad,AJEET KUMAR,Independent,3387,1,3388,15,Lost
Uttar Pradesh,Allahabad,DRAUPADI DEVI,Independent,8320,1,8321,16,Lost
Uttar Pradesh,Allahabad,PARMANAND,Independent,3744,0,3744,17,Lost
Uttar Pradesh,Allahabad,BRIJESH KUMAR,Independent,1438,0,1438,18,Lost
Uttar Pradesh,Allahabad,SHYAM CHARAN,Independent,2592,1,2593,19,Lost
Uttar Pradesh,Allahabad,SHIV PRASAD AGRAHARI,Independent,4324,0,4324,20,Lost
Uttar Pradesh,Allahabad,SHAILENDRA KUMAR PRAJAPATI,Independent,1209,3,1212,21,Lost
Uttar Pradesh,Allahabad,HIRA LAL,Independent,1711,0,1711,22,Lost
Uttar Pradesh,Allahabad,HANSRAJ,Independent,1928,0,1928,23,Lost
Uttar Pradesh,Allahabad,None of the Above,NOTA,3623,1,3624,24,Lost
Uttar Pradesh,Barabanki,KAMLA PRASAD RAWAT,Bahujan Samaj Party,167150,0,167150,1,Won
Uttar Pradesh,Barabanki,P. L. PUNIA,Indian National Congress,242332,4,242336,2,Lost
Uttar Pradesh,Barabanki,PRIYANKA SINGH RAWAT,Bharatiya Janata Party,454211,3,454214,3,Lost
Uttar Pradesh,Barabanki,RAJRANI RAWAT,Samajwadi Party,159284,0,159284,4,Lost
Uttar Pradesh,Barabanki,KISHAN LAL,Shivsena,3261,0,3261,5,Lost
Uttar Pradesh,Barabanki,P. C. KUREEL,Indian National League,2560,0,2560,6,Lost
Uttar Pradesh,Barabanki,DINESH CHANDRA GAUTAM,Aam Aadmi Party,3126,0,3126,7,Lost
Uttar Pradesh,Barabanki,NITIN SINGH,NAP,1315,0,1315,8,Lost
Uttar Pradesh,Barabanki,BABU LAL,MwSP,2035,0,2035,9,Lost
Uttar Pradesh,Barabanki,MEDI LAL,Bahujan Mukti Party,2171,0,2171,10,Lost
Uttar Pradesh,Barabanki,RAJESH KUMAR VIDYARTHI,Peace Party,7980,0,7980,11,Lost
Uttar Pradesh,Barabanki,ABHILAKH RAWAT,Independent,3038,0,3038,12,Lost
Uttar Pradesh,Barabanki,KHANJAN LAL,Independent,7136,0,7136,13,Lost
Uttar Pradesh,Barabanki,MAHESH,Independent,3836,0,3836,14,Lost
Uttar Pradesh,Barabanki,None of the Above,NOTA,8726,0,8726,15,Lost
Uttar Pradesh,Faizabad,JITENDRA KUMAR SINGH (BABLU BHAIYA),Bahujan Samaj Party,141814,13,141827,1,Won
Uttar Pradesh,Faizabad,NIRMAL KHATRI,Indian National Congress,129896,21,129917,2,Lost
Uttar Pradesh,Faizabad,MITRASEN YADAV,Samajwadi Party,208965,21,208986,3,Lost
Uttar Pradesh,Faizabad,LALLU SINGH,Bharatiya Janata Party,491663,98,491761,4,Lost
Uttar Pradesh,Faizabad,JAI RAM SINGH JAI,LPSP,5702,0,5702,5,Lost
Uttar Pradesh,Faizabad,NASREEN BANO,Rashtriya Ulama Council,2678,0,2678,6,Lost
Uttar Pradesh,Faizabad,MAKASUD ALI,Peace Party,5960,3,5963,7,Lost
Uttar Pradesh,Faizabad,MAYURI TIWARI,Aam Aadmi Party,4793,2,4795,8,Lost
Uttar Pradesh,Faizabad,RADHIKA PRASAD,ISSP,9055,0,9055,9,Lost
Uttar Pradesh,Faizabad,RAM JANAM,MADP,6308,0,6308,10,Lost
Uttar Pradesh,Faizabad,SHAILENDRA KUMAR SHUKLA,NAP,4187,0,4187,11,Lost
Uttar Pradesh,Faizabad,None of the Above,NOTA,11537,0,11537,12,Lost
Uttar Pradesh,Ambedkar Nagar,ASHOK SINGH,Indian National Congress,22774,1,22775,1,Won
Uttar Pradesh,Ambedkar Nagar,RAKESH PANDEY,Bahujan Samaj Party,292669,6,292675,2,Lost
Uttar Pradesh,Ambedkar Nagar,RAM MURTI VERMA,Samajwadi Party,234455,12,234467,3,Lost
Uttar Pradesh,Ambedkar Nagar,HARI OM PANDEY,Bharatiya Janata Party,432074,30,432104,4,Lost
Uttar Pradesh,Ambedkar Nagar,GOPAL NISHAD,Suheldev Bhartiya Samaj Party,5792,0,5792,5,Lost
Uttar Pradesh,Ambedkar Nagar,J.S. KASHYAP(JAHAR SINGH KASHYAP),Bahujan Mukti Party,6896,0,6896,6,Lost
Uttar Pradesh,Ambedkar Nagar,BALMUKUND DHURIYA,Communist Party of India (Marxist-Lenninist) (Liberation),1942,0,1942,7,Lost
Uttar Pradesh,Ambedkar Nagar,BRIJESH KUMAR,Aam Aadmi Party,3025,0,3025,8,Lost
Uttar Pradesh,Ambedkar Nagar,RAM BAHAL VERMA,SPP,1137,0,1137,9,Lost
Uttar Pradesh,Ambedkar Nagar,SREERAM,MBCOI,4138,0,4138,10,Lost
Uttar Pradesh,Ambedkar Nagar,SURENDRA KUMAR,ARVP,2590,0,2590,11,Lost
Uttar Pradesh,Ambedkar Nagar,SURESH KUMAR BAUDDH,MADP,7694,0,7694,12,Lost
Uttar Pradesh,Ambedkar Nagar,TIGER RAMNIHOR PATEL,Independent,7040,0,7040,13,Lost
Uttar Pradesh,Ambedkar Nagar,VINOD KUMAR TIWARI,Independent,4707,0,4707,14,Lost
Uttar Pradesh,Ambedkar Nagar,None of the Above,NOTA,7422,0,7422,15,Lost
Uttar Pradesh,Bahraich,"""COMANDO"" KAMAL KISHOR",Indian National Congress,24418,3,24421,1,Won
Uttar Pradesh,Bahraich,DR.VIJAY KUMAR,Bahujan Samaj Party,96883,21,96904,2,Lost
Uttar Pradesh,Bahraich,SHABBIR AHMAD,Samajwadi Party,336696,51,336747,3,Lost
Uttar Pradesh,Bahraich,SADHVI SAVITRI BAI FOOLE,Bharatiya Janata Party,432286,106,432392,4,Lost
Uttar Pradesh,Bahraich,JAGAT RAM,Aam Aadmi Party,8318,1,8319,5,Lost
Uttar Pradesh,Bahraich,MADHAV,Lok Dal,2676,0,2676,6,Lost
Uttar Pradesh,Bahraich,RAMASHANKER GOND,jhspt,5735,0,5735,7,Lost
Uttar Pradesh,Bahraich,VINOD KUMAR,Bahujan Mukti Party,3719,0,3719,8,Lost
Uttar Pradesh,Bahraich,HIRA LAL RAO,ANC,4026,0,4026,9,Lost
Uttar Pradesh,Bahraich,RAM NARESH,Independent,5826,0,5826,10,Lost
Uttar Pradesh,Bahraich,None of the Above,NOTA,13498,0,13498,11,Lost
Uttar Pradesh,Kaiserganj,KRISHNA KUMAR OJHA,Bahujan Samaj Party,146542,184,146726,1,Won
Uttar Pradesh,Kaiserganj,BRIJ BHUSAN SHARAN SINGH,Bharatiya Janata Party,380984,516,381500,2,Lost
Uttar Pradesh,Kaiserganj,MUKESH SRIVASTAV ALIAS GYANENDRA PRATAP,Indian National Congress,57383,18,57401,3,Lost
Uttar Pradesh,Kaiserganj,VINOD KUMAR ALIAS  PANDIT SINGH,Samajwadi Party,303091,191,303282,4,Lost
Uttar Pradesh,Kaiserganj,GOVIND PRASAD,SPP,5849,0,5849,5,Lost
Uttar Pradesh,Kaiserganj,CHAMAN LAL KASAUNDHAN,Lok Dal,1821,1,1822,6,Lost
Uttar Pradesh,Kaiserganj,NIRHU,Communist Party of India (Marxist),1466,0,1466,7,Lost
Uttar Pradesh,Kaiserganj,NIHALUDDIN AHAMAD,AIPF,2119,0,2119,8,Lost
Uttar Pradesh,Kaiserganj,RIZWAN AHMAD,Aam Aadmi Party,3706,4,3710,9,Lost
Uttar Pradesh,Kaiserganj,JAMEER AHMAD,Independent,3901,4,3905,10,Lost
Uttar Pradesh,Kaiserganj,NISHANT KANCHAN,Independent,3238,8,3246,11,Lost
Uttar Pradesh,Kaiserganj,PRAHLAD  NATH MISHRA,Independent,3862,5,3867,12,Lost
Uttar Pradesh,Kaiserganj,MUNNI,Independent,5240,5,5245,13,Lost
Uttar Pradesh,Kaiserganj,RAMPHER  ALIAS  CHUNTI,Independent,11364,2,11366,14,Lost
Uttar Pradesh,Kaiserganj,None of the Above,NOTA,11847,6,11853,15,Lost
Uttar Pradesh,Shrawasti,ATIQ AHMAD,Samajwadi Party,259986,65,260051,1,Won
Uttar Pradesh,Shrawasti,DADDAN MISHRA,Bharatiya Janata Party,345872,92,345964,2,Lost
Uttar Pradesh,Shrawasti,LAL JI VERMA,Bahujan Samaj Party,194827,63,194890,3,Lost
Uttar Pradesh,Shrawasti,VINAY KUMAR PANDEY ''''''''VINNU'''''''',Indian National Congress,20000,6,20006,4,Lost
Uttar Pradesh,Shrawasti,PRAKSH CHANDRA MISHRA,JSK,4489,0,4489,5,Lost
Uttar Pradesh,Shrawasti,RATNESH,Aam Aadmi Party,2577,1,2578,6,Lost
Uttar Pradesh,Shrawasti,RAM SUDHI,JSEP,2961,0,2961,7,Lost
Uttar Pradesh,Shrawasti,RIZWAN ZAHEER,Peace Party,101807,10,101817,8,Lost
Uttar Pradesh,Shrawasti,SAXSEN,SPP,3188,0,3188,9,Lost
Uttar Pradesh,Shrawasti,ARJUN YADAV,Independent,3730,0,3730,10,Lost
Uttar Pradesh,Shrawasti,ARUN KUMAR,Independent,10083,0,10083,11,Lost
Uttar Pradesh,Shrawasti,TEJ BAHADUR,Independent,3474,0,3474,12,Lost
Uttar Pradesh,Shrawasti,RAM ADHAR,Independent,6278,0,6278,13,Lost
Uttar Pradesh,Shrawasti,VIJAY KUMAR,Independent,5542,0,5542,14,Lost
Uttar Pradesh,Shrawasti,None of the Above,NOTA,14587,0,14587,15,Lost
Uttar Pradesh,Gonda,AKBAR AHMAD DUMPY,Bahujan Samaj Party,116051,127,116178,1,Won
Uttar Pradesh,Gonda,OM PRAKASH,Communist Party of India,18445,5,18450,2,Lost
Uttar Pradesh,Gonda,KIRTI VARDHAN SINGH,Bharatiya Janata Party,358978,661,359639,3,Lost
Uttar Pradesh,Gonda,NANDITA SHUKLA,Samajwadi Party,198903,324,199227,4,Lost
Uttar Pradesh,Gonda,BENI PRASAD VERMA,Indian National Congress,102120,134,102254,5,Lost
Uttar Pradesh,Gonda,AJAY  KUMAR  PRABHAKAR,Bahujan Mukti Party,3193,7,3200,6,Lost
Uttar Pradesh,Gonda,PREM KUMAR,MBCOI,1900,0,1900,7,Lost
Uttar Pradesh,Gonda,MASOOD ALAM KHAN,Peace Party,42730,14,42744,8,Lost
Uttar Pradesh,Gonda,MAHESH KUMAR,Jan Parishad,2550,5,2555,9,Lost
Uttar Pradesh,Gonda,MASHOOQ AHMAD,Aam Aadmi Party,3346,12,3358,10,Lost
Uttar Pradesh,Gonda,RAJENDRA PRASAD,SPP,1517,2,1519,11,Lost
Uttar Pradesh,Gonda,RAJESH  KUMAR  MAURYA,Socialist Party (India),2196,3,2199,12,Lost
Uttar Pradesh,Gonda,SATYA PRAKASH,Shivsena,4743,5,4748,13,Lost
Uttar Pradesh,Gonda,TILAK RAM,Independent,5374,0,5374,14,Lost
Uttar Pradesh,Gonda,BRIJNANDAN TIWARI,Independent,2393,2,2395,15,Lost
Uttar Pradesh,Gonda,None of the Above,NOTA,7983,5,7988,16,Lost
Uttar Pradesh,Domariyaganj,JAGDAMBIKA PAL,Bharatiya Janata Party,298845,0,298845,1,Won
Uttar Pradesh,Domariyaganj,MATA PRASAD PANDEY,Samajwadi Party,174778,0,174778,2,Lost
Uttar Pradesh,Domariyaganj,MUHAMMAD MUQEEM,Bahujan Samaj Party,195257,0,195257,3,Lost
Uttar Pradesh,Domariyaganj,VASUNDHARA,Indian National Congress,88117,0,88117,4,Lost
Uttar Pradesh,Domariyaganj,HAMIDULLAH CHAUDHARY,Nationalist Congress Party,7159,0,7159,5,Lost
Uttar Pradesh,Domariyaganj,DR. MOHD. AYUB,Peace Party,99242,0,99242,6,Lost
Uttar Pradesh,Domariyaganj,ARJUN SINGH,Bahujan Mukti Party,9529,0,9529,7,Lost
Uttar Pradesh,Domariyaganj,PINGLE PRASAD,S(J),5521,0,5521,8,Lost
Uttar Pradesh,Domariyaganj,BADRE ALAM,Aam Aadmi Party,3174,0,3174,9,Lost
Uttar Pradesh,Domariyaganj,MANOJ KUMAR,Suheldev Bhartiya Samaj Party,2709,0,2709,10,Lost
Uttar Pradesh,Domariyaganj,RAVI KUMAR,SPP,2535,0,2535,11,Lost
